,customer_code,Days since last sales,Customer age in days,Recencia,Nro Sku,Frecuency,Indicator key
768,24160discarvi,36.0,73.0,95.0,3.0,1.0,0.0
769,46258discarvi219305470012,58.0,54.0,97.0,25.5,3.0,0.0
770,632discarvi,96.0,74.0,91.0,12.0,5.0,1.0
771,615discarvi,97.0,69.5,87.5,16.5,3.0,0.0
772,52057discarvi218231590011,77.5,21.0,0.0,0.0,0.0,
773,125discarvi211069730014,99.0,24.0,94.5,12.5,9.5,1.0
774,46306discarvi217540320010,100.0,11.0,96.5,12.5,6.5,0.0
775,52087discarvi215056830018,96.0,2.5,0.0,0.0,0.0,
776,51040discarvi217349290013,100.0,9.5,58.0,0.0,1.0,1.0
777,46294discarvi219531490010,79.0,9.0,0.0,0.0,0.0,
778,49004discarvi,13.0,94.0,15.5,0.0,0.0,1.0
779,49012discarvi,0.0,94.0,92.0,0.0,0.0,0.0
780,29683discarvi150762930015,85.0,2.0,0.0,0.0,0.0,
781,46265discarvi215132810019,57.5,40.0,0.0,0.0,0.0,
782,41163discarvi35802097,92.0,73.0,30.5,0.0,0.0,0.0
783,41124discarvi,94.0,100.0,27.0,0.0,23.5,1.0
784,15184discarvi215926790014,91.0,77.0,85.0,6.0,2.5,0.0
785,46254discarvi14553601,100.0,68.0,85.0,0.0,20.0,2.0
786,31029discarvi217183490018,0.0,92.0,0.0,0.0,0.0,
787,12374discarvi218172300016,0.0,54.0,0.0,0.0,0.0,
788,46241discarvi46334582,33.5,71.0,86.5,50.0,0.0,12.0
789,49024discarvi216586050018,57.0,58.0,93.0,0.0,4.5,0.0
790,46274discarvi216183840010,100.0,9.0,37.5,0.0,3.0,1.0
791,44076discarvi218663740016,73.0,81.0,0.0,11.5,2.5,1.0
792,41195discarvi52919037,87.0,48.5,92.0,32.5,19.5,6.0
793,44114discarvi219330090015,100.0,41.0,94.5,15.0,35.5,15.0
794,44131discarvi218216500015,98.0,20.0,92.0,20.0,11.5,7.0
795,41097discarvi19482433,85.0,98.0,97.0,19.5,23.5,4.0
796,18137discarvi217844290014,97.0,70.0,94.0,12.0,8.0,1.0
797,22221discarvi,89.0,97.0,96.0,28.5,14.5,2.0
798,26117discarvi,100.0,3.0,96.5,3.0,0.5,0.0
799,2356discarvi217812430015,18.0,100.0,96.0,19.5,3.0,1.0
800,24244discarvi216590700013,2.0,100.0,88.0,15.0,0.5,0.0
801,46312discarvi219618830018,90.0,7.0,4.5,0.5,0.0,
802,44053discarvi218779730017,4.0,95.5,98.0,12.0,0.0,0.0
803,44135discarvi.,77.0,20.0,8.0,0.5,0.0,
804,46282discarvi218617050010,93.0,23.0,86.0,8.0,5.5,1.0
805,46260discarvi218289620010,100.0,52.0,91.5,25.5,26.5,10.0
806,41241discarvi219571910010,95.5,6.0,97.0,9.0,0.5,0.0
807,41071discarvi18041212,98.0,41.0,58.0,0.0,1.5,0.0
808,44130discarvi219377700014,97.0,22.0,93.5,15.0,14.5,7.5
809,41148discarvi42395922,25.0,79.0,91.5,9.0,0.0,0.0
810,44099discarvi219184270018,100.0,53.0,64.5,0.0,10.0,0.0
811,52058discarvi218998240015,90.0,20.0,95.0,57.0,4.5,0.0
812,46172discarvi213871880010,6.0,92.5,0.0,0.0,0.0,
813,24071discarvi218999030014,28.0,100.0,92.0,18.5,14.5,3.0
814,44104discarvi217593770010,35.0,52.5,72.5,3.0,0.0,0.0
815,41201discarvi217980150016,54.0,43.0,11.5,0.5,0.0,
816,2417discarvi,81.5,41.0,92.0,16.5,1.5,0.0
817,41200discarvi19761376,79.0,44.0,89.0,9.0,1.0,0.0
818,29700discarvi212602970012,98.0,13.0,95.5,12.5,5.5,2.0
819,46316discarvi215471730018,98.0,4.0,92.5,7.5,0.5,0.0
820,46190discarvi47293381,77.0,87.5,84.5,50.0,37.5,38.5
821,46252discarvi49030135,36.0,65.0,95.0,0.0,0.0,9.5
822,46253discarvi49188247,55.0,65.0,85.0,0.0,0.0,8.5
823,46300discarvi49742776,96.0,10.0,80.0,25.0,0.0,10.5
824,46297discarvi219401460014,96.0,10.5,82.0,8.0,2.5,0.5
825,675discarvi,28.0,70.0,0.0,0.0,0.0,
826,601discarvi33395630,80.0,95.5,4.5,9.0,0.0,0.0
827,52039discarvi215040390013,84.0,38.0,76.0,0.0,1.5,0.0
828,51024discarvi218687280015,87.0,39.0,81.0,0.0,2.5,0.0
829,46199discarvi219117230018,100.0,82.0,83.5,0.0,30.0,2.0
830,46211discarvi219161790015,44.0,79.5,89.0,0.0,1.0,0.0
831,46042discarvi216378410015,55.0,100.0,91.0,6.0,3.5,0.0
832,17241discarvi216403810018,76.0,98.0,53.0,3.0,0.5,0.0
833,617discarvi,73.0,100.0,89.5,12.0,4.5,0.0
834,46187discarvi19026988,73.0,89.0,35.5,0.0,0.0,7.5
835,46164discarvi19643627,97.5,95.0,80.5,50.0,50.0,39.5
836,4060discarvi37108851,28.0,98.0,95.0,9.0,3.5,0.0
837,46245discarvi47160275,31.0,67.0,0.0,0.0,3.5,
838,678discarvi,80.5,30.5,91.0,6.0,0.5,0.0
839,46153discarvi31461958,7.0,100.0,96.0,0.0,12.5,7.5
840,46256discarvi49079042,63.0,58.0,75.5,25.0,0.0,9.5
841,46213discarvi44694136,68.0,30.0,0.0,0.0,12.0,
842,49002discarvi,66.0,22.0,0.0,0.0,0.0,
843,600discarvi,48.0,51.0,98.0,6.0,0.0,0.0
844,46284discarvi49726544,75.0,22.0,100.0,0.0,0.0,6.0
845,41086discarvi47196347,76.5,100.0,54.5,0.0,3.0,0.0
846,44012discarvi170296650010,21.0,76.0,0.0,0.0,0.0,
847,41156discarvi150352400016,59.0,67.0,0.0,0.0,0.0,0.0
848,31110discarvi,100.0,62.0,18.5,0.0,3.0,0.0
849,44137discarvi218933570010,95.0,17.0,58.5,0.0,0.0,0.0
850,44145discarvi219548000011,68.0,13.0,87.5,0.0,0.0,0.0
851,41120discarvi,100.0,40.0,63.0,0.0,0.0,0.0
852,29688discarvi219414890012,96.0,1.0,3.0,0.0,0.0,
853,18038discarvi216133640018,97.0,20.0,27.0,8.0,1.5,0.0
854,504discarvi18669121,8.0,96.0,97.0,3.0,1.0,0.0
855,44122discarvi218710010015,95.0,24.0,94.0,3.0,2.0,0.0
856,41235discarvi37626655,97.0,11.5,92.5,0.0,0.5,0.0
857,18128discarvi,98.0,96.0,95.0,6.0,14.0,1.0
858,31067discarvi,95.0,79.0,92.0,9.0,6.5,1.5
859,144discarvi,75.0,58.0,77.5,3.0,0.5,0.0
860,21155discarvi,98.0,99.0,92.5,6.0,8.5,1.0
861,15002discarvi,100.0,0.0,98.0,0.0,0.5,0.0
862,41020discarvi,97.0,0.0,0.0,0.0,0.0,
863,29674discarvi219473580016,75.0,22.0,4.5,0.5,0.0,
864,46305discarvi213973240010,95.0,5.0,74.5,0.0,0.0,0.0
865,12291discarvi213586920018,91.0,6.0,0.0,0.0,0.0,
866,27005discarvi215317890019,71.0,26.0,6.0,0.0,0.0,
867,51048discarvi217603750017,97.5,8.0,86.5,7.5,0.5,0.0
868,46277discarvi217573030011,69.0,24.0,0.0,0.0,0.0,
869,46273discarvi219015640012,90.0,23.0,29.5,0.0,0.0,0.0
870,29189discarvi217794660018,0.0,52.0,0.0,0.0,,
871,46275discarvi219492980016,75.0,25.0,78.5,0.0,0.0,0.0
872,46285discarvi25936137,94.0,22.0,86.5,0.0,0.0,20.5
873,46317discarvi47365564,97.5,1.0,98.0,0.0,0.0,9.5
874,46205discarvi216649550012,27.0,81.0,80.0,12.5,0.5,0.0
875,582discarvi216473740019,63.0,36.0,0.0,0.0,,
876,52083discarvi217767880010,96.0,9.0,94.0,33.5,1.5,0.0
877,52091discarvi218110270016,99.0,0.5,100.0,0.0,0.5,0.0
878,46197discarvi219060600016,0.0,96.0,88.0,0.0,0.0,0.0
879,29647discarvi217684970012,33.5,58.0,86.0,0.0,0.0,0.0
880,4088discarvi212483290013,0.0,98.0,9.0,0.0,,
881,173discarvi216960340016,1.0,97.0,6.0,0.0,0.0,
882,2222222discarvi216854880010,37.0,60.5,0.0,0.0,,
883,22201discarvi216972350011,66.0,60.0,97.0,9.0,6.5,1.0
884,16369discarvi218410900015,100.0,58.0,87.0,6.0,2.5,1.0
885,15025discarvi215926790014,71.0,28.0,97.5,3.0,0.0,0.0
886,16141discarvi215926790014,84.0,67.5,67.0,3.0,0.5,0.0
887,603discarvi29865394,90.0,76.0,58.0,9.0,0.5,0.0
888,29136discarvi,14.0,92.0,89.0,0.0,0.0,0.0
889,2665discarvi,9.0,88.5,0.0,0.0,,
890,623discarvi,11.0,87.0,0.0,0.0,,
891,697discarvi,35.5,62.0,0.0,0.0,,
892,612discarvi,93.0,59.0,77.0,6.0,1.0,0.0
893,16271discarvi,39.0,58.0,3.0,0.0,,
894,695discarvi,60.5,37.0,9.0,0.0,,
895,654discarvi,79.0,41.0,85.0,6.0,0.5,0.0
896,52084discarvi215146610017,91.0,8.0,12.5,0.0,0.0,
897,52011discarvi215098970012,49.0,50.0,15.0,0.0,0.0,
898,52066discarvi41978593,97.5,15.0,72.0,28.5,0.5,0.0
899,50000discarvi214217090012,91.0,8.0,12.5,0.0,0.0,
900,51053discarvi218194770015,93.0,5.5,7.5,0.0,0.0,
901,46229discarvi25785269,23.0,76.0,0.0,0.0,4.5,
902,497discarvi214834700010,68.0,31.0,0.0,0.0,0.0,
903,41033discarvi,19.0,99.0,95.0,12.0,2.0,0.0
904,29672discarvi219538170011,71.0,26.0,1.5,0.5,0.0,
905,44126discarvi219184270018,97.0,21.0,16.5,0.0,0.0,0.0
906,50002discarvi212706160017,96.0,8.0,93.0,4.5,4.5,1.0
907,46259discarvi45727033,45.0,53.0,0.0,0.0,14.5,
908,46155discarvi214954370018,2.0,96.5,0.0,0.0,0.0,
909,46176discarvi217914600017,19.0,90.5,92.0,0.0,2.5,0.0
910,41129discarvi37481790,14.0,91.0,95.0,3.0,0.5,0.0
911,41219discarvi216099490012,97.5,18.0,80.5,0.0,0.0,0.0
912,41229discarvi52451855,92.0,18.0,77.0,1.5,2.5,1.0
913,629discarvi,16.0,81.5,0.0,0.0,0.0,
914,51038discarvi217903120019,81.0,18.0,0.0,0.0,0.0,
915,29681discarvi211850380012,88.0,9.0,0.0,0.0,0.0,
916,50008discarvi217672550013,95.5,3.0,0.0,0.0,0.0,
917,4005discarvi215988680018,95.0,2.0,0.0,0.0,0.0,
918,16397discarvi.,100.0,2.0,95.0,0.0,0.0,0.0
919,26133discarvi,96.0,76.0,54.0,3.0,0.5,0.0
920,20162discarvi020460550017,12.0,92.0,92.0,3.0,0.0,0.0
921,618discarvi,89.0,90.0,0.0,3.0,0.0,0.0
922,46010discarvi213880140016,98.0,92.5,53.5,0.0,10.0,0.0
923,46012discarvi217782400016,56.0,32.5,0.0,0.0,0.0,
924,29636discarvi217622250016,49.0,78.0,41.0,0.0,1.0,0.0
925,31536discarvi,64.5,79.0,77.0,12.5,3.5,0.0
926,41177discarvi219357880017,46.0,62.5,93.0,3.0,0.5,0.0
927,53006discarvi38874782,74.0,23.0,100.0,3.0,0.0,0.0
928,29058discarvi,23.0,95.0,91.0,6.0,1.0,0.0
929,690discarvi,49.0,48.5,0.0,0.0,0.0,
930,652discarvi,97.0,96.5,60.0,3.0,1.0,0.0
931,610discarvi,73.0,24.0,0.0,0.0,0.0,
932,51017discarvi33210872,54.0,44.0,0.0,0.0,0.0,
933,46266discarvi45395414,58.0,40.0,0.0,0.0,3.5,
934,46268discarvi6592026,59.0,38.5,0.0,0.0,7.5,
935,46271discarvi44076017,100.0,29.0,68.0,0.0,0.0,10.5
936,46149discarvi48913473,89.0,100.0,38.5,50.0,0.0,13.5
937,46159discarvi29626104,2.0,97.0,0.0,0.0,3.5,
938,29650discarvi219195540011,58.0,51.0,90.0,7.5,1.5,0.0
939,702discarvi,98.0,0.0,100.0,0.0,0.0,10.5
940,636discarvi,96.0,62.0,87.0,22.5,2.5,0.0
941,17222discarvi212953550016,15.0,89.0,95.5,0.0,0.5,0.0
942,52030discarvi219129010018,53.0,45.0,0.0,0.0,0.0,
943,12290discarvi214936800014,24.0,73.0,0.0,0.0,0.0,
944,46067discarvi211642110016,4.0,100.0,97.5,0.0,4.5,0.0
945,677discarvi,7.0,91.0,0.0,0.0,0.0,
946,682discarvi,17.5,80.0,0.0,0.0,0.0,
947,674discarvi,47.0,50.0,0.0,0.0,0.0,
948,640discarvi,90.0,7.0,0.0,0.0,0.0,
949,15149discarvi,100.0,2.0,94.0,0.0,0.0,0.0
950,46141discarvi40539615,3.0,96.0,99.0,12.5,0.5,0.0
951,46152discarvi51512698,0.0,100.0,0.0,0.0,2.5,
952,53005discarvi215072050013,67.5,31.5,97.0,0.0,0.0,0.0
953,52069discarvi211941680019,96.0,12.0,80.5,7.5,0.5,0.0
954,17301discarvi210245570012,87.0,12.0,0.0,0.0,0.0,
955,51049discarvi43550981,91.0,7.5,0.0,0.0,0.0,
956,46292discarvi215515070018,80.0,19.0,0.0,0.0,0.0,
957,624discarvi,6.0,91.0,0.0,0.0,0.0,
958,670discarvi,6.0,91.0,0.0,0.0,0.0,
959,664discarvi,9.0,88.5,0.0,0.0,0.0,
960,613discarvi,79.0,22.0,95.0,3.0,0.0,0.0
961,637discarvi,89.0,8.0,0.0,0.0,,
962,660discarvi,45.0,52.5,0.0,0.0,0.0,
963,46114discarvi215013060016,0.0,100.0,0.0,0.0,0.0,
964,45084discarvi214482500010,0.0,100.0,0.0,0.0,,
965,52010discarvi215983760013,48.0,50.0,0.0,0.0,,
966,46322discarvi57241944,97.5,1.0,0.0,0.0,0.0,
967,46310discarvi218044910016,90.0,7.0,0.0,0.0,0.0,
968,14033discarvi215926790014,95.0,2.0,0.0,0.0,0.0,
969,44052discarvi215504290011,12.0,96.0,86.0,6.0,0.0,0.0
970,22155discarvi215158190018,74.0,13.5,0.0,0.0,0.0,
971,46303discarvi213910610015,97.0,8.0,92.0,1.5,4.5,1.0
972,875maosol216671080015,35.0,98.0,92.5,27.5,3.0,0.0
973,1326maosol215404520015,98.0,98.0,95.0,27.5,14.0,2.0
974,1045maosol210278040012,100.0,100.0,94.0,38.5,12.0,1.0
975,895maosol211350840014,95.5,98.0,94.5,60.5,12.0,0.0
976,1761maosol210413580016,96.0,97.0,91.5,27.5,7.5,3.0
977,1646maosol215404520015,85.0,92.0,87.0,16.5,4.0,0.0
978,1maosol18925721,89.5,100.0,95.0,60.5,12.0,1.0
979,821maosol216590700013,84.0,58.0,22.5,27.5,0.0,0.0
980,1649maosol215404520015,89.0,94.0,81.0,38.5,2.5,0.0
981,880/5maosol218531810017,92.5,100.0,95.0,38.5,14.0,0.0
982,880/4maosol218531810017,77.5,100.0,97.5,16.5,24.5,1.0
983,880/1maosol218531810017,59.5,100.0,92.0,16.5,5.0,0.0
984,880/3maosol218531810017,82.0,100.0,96.5,27.5,17.5,1.0
985,880/10maosol218531810017,91.0,100.0,95.0,16.5,12.0,0.0
986,880/11maosol218531810017,82.0,98.0,96.0,16.5,15.5,0.0
987,880/7maosol218531810017,100.0,100.0,96.0,16.5,17.5,1.0
988,880/6maosol218531810017,89.5,97.5,93.5,16.5,9.5,0.0
989,880/12maosol218531810017,80.0,98.0,97.0,16.5,21.5,1.0
990,880/8maosol218531810017,95.0,93.0,87.5,16.5,4.5,0.0
991,880/9maosol218531810017,77.0,36.0,86.0,16.5,0.0,0.0
992,159maosol213637760012,84.0,98.0,75.0,5.5,2.0,0.0
993,1758maosol211412910010,98.0,98.0,94.0,38.5,10.5,0.0
994,808maosol211947160017,100.0,98.0,84.0,16.5,4.0,0.0
995,1686maosol210156590018,87.0,97.0,90.0,16.5,6.0,0.0
996,77maosol213725260011,93.5,97.0,86.0,27.5,4.0,0.0
997,1625maosol210343900017,100.0,100.0,95.0,38.5,15.0,1.0
998,344maosol211428340014,97.0,96.5,79.0,27.5,2.5,0.0
999,102/1maosol216333990012,98.0,95.0,93.0,5.5,9.0,0.0
1000,88maosol215294240013,100.0,94.0,92.0,16.5,8.0,0.0
1001,278maosol210864860013,61.5,93.0,0.0,16.5,0.0,0.0
1002,933maosol212685770016,68.0,86.0,50.5,16.5,0.0,0.0
1003,1030maosol214423860014,46.0,84.0,85.0,16.5,1.0,0.0
1004,362maosol214861470012,92.0,97.0,92.0,27.5,8.0,0.0
1005,83maosol212763440015,97.5,100.0,88.0,16.5,5.5,0.0
1006,134maosol215030420017,64.0,92.0,88.0,27.5,3.0,0.0
1007,134/1maosol215030420017,97.0,89.0,82.5,38.5,3.0,0.0
1008,184maosol211144380011,93.0,68.0,72.0,16.5,1.0,0.0
1009,671maosol214003470019,93.0,53.0,57.0,5.5,0.0,0.0
1010,90maosol215539950018,96.0,52.0,70.0,5.5,0.5,0.0
1011,129maosol210410440019,95.0,95.0,89.5,16.5,6.0,0.0
1012,183maosol214886680010,93.0,50.5,92.0,5.5,3.5,0.0
1013,1005maosol216793490013,75.5,97.0,56.0,16.5,0.5,0.0
1014,232maosol216894120017,71.0,27.0,16.5,0.0,0.0,
1015,1323maosol212728180010,100.0,100.0,100.0,60.5,94.0,22.0
1016,298maosol213302150018,100.0,97.0,95.5,27.5,15.0,4.0
1017,207maosol210704400014,97.0,53.0,77.0,16.5,1.0,2.0
1018,793maosol213236800013,94.0,51.0,18.5,5.5,0.0,0.0
1019,1324maosol219655580011,100.0,100.0,100.0,49.5,100.0,23.0
1020,952maosol216468960014,100.0,100.0,99.0,100.0,56.0,37.0
1021,1414maosol216068730011,100.0,100.0,99.0,60.5,51.5,30.0
1022,394maosol215905060017,0.0,97.0,5.5,0.0,0.0,
1023,1442maosol216740980016,35.0,81.0,98.0,38.5,7.5,37.0
1024,1414/1maosol216068730011,96.0,63.0,93.0,49.5,6.0,2.0
1025,2149maosol214426880016,12.0,100.0,73.5,27.5,0.0,0.0
1026,106maosol215460340019,30.0,94.0,87.5,5.5,1.0,0.0
1027,781maosol217841250011,62.0,94.0,88.0,5.5,3.0,0.0
1028,354maosol211388120019,62.0,36.0,5.5,0.0,0.0,
1029,1009maosol217224750019,73.0,37.0,89.0,16.5,0.0,0.0
1030,107maosol212199370016,0.0,98.0,94.0,21.0,0.5,0.0
1031,1430maosol214709310016,100.0,98.0,92.5,64.0,19.0,20.0
1032,1094maosol212101620019,100.0,100.0,94.0,78.0,26.0,4.0
1033,1434maosol212733320011,100.0,87.0,99.0,92.5,100.0,22.0
1034,125maosol215541080017,95.0,100.0,87.0,64.0,10.5,0.0
1035,1910maosol219414890012,95.0,51.0,86.5,21.0,4.5,0.0
1036,173maosol215054660018,70.5,98.0,91.0,78.0,11.0,9.0
1037,1826maosol211476510013,86.0,32.0,96.5,35.0,8.0,6.0
1038,2021maosol219181680010,98.0,100.0,97.5,100.0,100.0,54.0
1039,1844maosol213300370010,0.0,100.0,44.0,0.0,0.0,5.5
1040,269maosol45062263,79.5,21.0,98.0,0.0,3.5,92.5
1041,965maosol218860850019,97.5,98.0,95.0,35.0,29.5,1.0
1042,830maosol210352670010,76.0,100.0,85.5,0.0,7.0,30.0
1043,164maosol216990230014,68.0,95.5,58.5,7.0,1.5,0.0
1044,1688maosol218139510015,96.0,100.0,97.0,92.5,53.5,10.0
1045,137maosol212086000019,81.0,100.0,91.5,7.0,13.0,5.0
1046,253maosol219367950018,100.0,82.0,87.0,21.0,8.5,0.0
1047,417/24maosol210297450018,98.0,100.0,76.5,100.0,26.0,3.0
1048,406/11maosol210274130017,100.0,100.0,89.5,100.0,64.0,7.0
1049,130maosol213428330015,93.0,100.0,93.5,100.0,100.0,11.0
1050,417/22maosol210297450018,100.0,97.0,88.0,100.0,57.0,5.0
1051,406/4maosol210274130017,95.0,100.0,77.5,100.0,26.0,3.0
1052,406/7maosol210274130017,93.0,95.0,75.5,100.0,23.0,2.0
1053,417/19maosol210297450018,100.0,95.5,75.5,100.0,26.0,2.0
1054,406/2maosol210274130017,87.0,95.0,87.0,50.0,42.0,4.0
1055,406/17maosol210274130017,100.0,100.0,87.5,100.0,53.5,7.0
1056,406/30maosol210274130017,97.5,100.0,87.0,100.0,50.0,4.0
1057,417/12maosol210297450018,98.0,98.0,87.0,100.0,50.0,5.5
1058,417/10maosol210297450018,91.0,97.0,84.5,50.0,35.0,3.0
1059,417/7maosol210297450018,98.0,92.0,90.0,100.0,64.0,7.0
1060,417/15maosol210297450018,97.5,98.0,88.0,100.0,57.0,5.0
1061,406/27maosol210274130017,100.0,98.0,91.5,100.0,81.5,6.0
1062,406/1maosol210274130017,98.0,98.0,81.5,100.0,35.0,3.0
1063,417/6maosol210297450018,78.0,96.0,83.0,100.0,28.0,2.0
1064,406/24maosol210274130017,92.0,100.0,72.5,50.0,20.0,1.0
1065,417/16maosol210297450018,100.0,98.0,81.5,100.0,35.0,5.0
1066,406/9maosol210274130017,100.0,91.0,81.5,100.0,35.0,2.0
1067,417/11maosol210297450018,89.0,89.5,90.0,100.0,57.0,5.0
1068,417/23maosol210297450018,100.0,100.0,78.0,100.0,28.0,2.0
1069,255maosol210389210013,53.0,52.0,85.5,0.0,0.0,0.0
1070,383/16maosol214214350013,100.0,100.0,85.5,100.0,46.0,5.0
1071,383/12maosol214214350013,100.0,100.0,83.0,50.0,38.5,4.0
1072,383/8maosol214214350013,100.0,97.0,83.0,50.0,35.0,4.0
1073,383/21maosol214214350013,85.0,97.5,87.5,100.0,46.0,8.0
1074,383/3maosol214214350013,93.0,95.0,91.5,100.0,71.0,7.0
1075,383/15maosol214214350013,100.0,96.0,90.0,100.0,64.0,5.0
1076,383/18maosol214214350013,100.0,97.0,85.0,100.0,42.0,5.0
1077,383/6maosol214214350013,88.0,91.0,87.0,50.0,42.0,3.0
1078,383/20maosol214214350013,89.5,98.0,86.5,100.0,42.0,4.0
1079,383/24maosol214214350013,46.0,50.0,50.0,0.0,0.0,
1080,383/25maosol214214350013,90.5,38.0,65.5,100.0,3.0,1.0
1081,383/4maosol214214350013,100.0,26.0,53.5,0.0,0.0,0.0
1082,383/26maosol214214350013,100.0,20.5,23.5,50.0,0.0,0.0
1083,383/28maosol214214350013,100.0,0.0,97.0,0.0,3.0,
1084,417/1maosol210297450018,94.0,97.0,88.0,100.0,53.5,3.0
1085,417/2maosol210297450018,71.0,85.0,68.0,100.0,9.5,0.0
1086,417/4maosol210297450018,96.5,97.0,55.5,100.0,13.0,1.0
1087,406/20maosol210274130017,93.5,93.5,85.0,100.0,38.5,3.0
1088,417/3maosol210297450018,45.0,51.0,0.0,0.0,0.0,
1089,406/13maosol210274130017,67.0,92.0,79.5,100.0,20.0,1.0
1090,52maosol217682800012,59.0,100.0,78.5,16.5,1.5,0.0
1091,1187maosol211911600017,71.5,98.0,81.5,5.5,2.0,0.0
1092,323maosol213635700012,45.5,92.0,28.0,5.5,0.0,0.0
1093,1693maosol215241030014,100.0,100.0,95.0,64.0,32.0,42.0
1094,464maosol211569920017,61.0,82.0,77.0,21.0,2.5,0.0
1095,310maosol216108440019,100.0,71.0,86.0,21.0,7.0,10.0
1096,1212maosol212667900019,78.5,95.0,87.5,5.5,4.0,0.0
1097,1647maosol215404520015,94.0,96.0,90.5,27.5,6.5,1.0
1098,614maosol219650220017,41.0,62.0,90.0,5.5,0.0,0.0
1099,406/3maosol210274130017,85.5,100.0,90.5,0.0,64.0,6.0
1100,406/6maosol210274130017,98.0,100.0,81.5,50.0,35.0,3.0
1101,406/12maosol210274130017,96.0,100.0,89.5,50.0,64.0,6.0
1102,406/16maosol210274130017,76.0,98.0,81.5,0.0,26.0,3.0
1103,406/25maosol210274130017,77.0,98.0,83.5,50.0,31.5,3.0
1104,406/10maosol210274130017,100.0,96.0,83.0,50.0,35.0,3.5
1105,406/21maosol210274130017,93.0,97.0,89.5,50.0,57.0,5.0
1106,406/22maosol210274130017,69.0,92.5,85.5,50.0,28.0,2.0
1107,406/15maosol210274130017,89.0,90.0,75.5,0.0,20.0,2.0
1108,417/21maosol210297450018,92.0,98.0,85.0,50.0,38.5,4.0
1109,417/20maosol210297450018,93.0,97.0,88.0,50.0,53.5,5.0
1110,417/8maosol210297450018,87.0,97.0,74.5,0.0,20.0,2.0
1111,417/25maosol210297450018,92.0,96.5,81.0,50.0,31.5,3.0
1112,417/18maosol210297450018,85.5,92.0,62.0,0.0,13.0,1.0
1113,383/17maosol214214350013,12.0,83.5,0.0,0.0,0.0,
1114,383/19maosol214214350013,72.0,73.0,21.5,0.0,0.0,0.0
1115,383/2maosol214214350013,77.0,82.5,49.0,0.0,6.0,0.0
1116,432/3maosol210094030014,64.0,97.0,83.5,0.0,26.0,2.0
1117,432/4maosol210094030014,64.0,95.5,86.5,0.0,28.0,2.0
1118,432/1maosol210094030014,64.0,91.0,72.5,0.0,13.0,1.0
1119,432/15maosol210094030014,67.5,91.0,0.0,0.0,0.0,0.0
1120,432/5maosol210094030014,75.0,90.0,83.0,0.0,26.0,1.0
1121,432/6maosol210094030014,67.0,88.5,80.5,0.0,20.0,1.0
1122,432/50maosol210094030014,77.0,88.5,26.0,0.0,3.0,1.0
1123,432/63maosol210094030014,68.5,28.0,100.0,0.0,0.0,
1124,432/65maosol210094030014,74.0,22.0,0.0,0.0,0.0,
1125,637maosol214164290012,65.0,94.0,83.0,21.0,4.5,0.0
1126,520maosol214217090012,19.5,84.0,94.0,5.5,0.0,0.0
1127,1322maosol219117230018,86.5,86.0,88.0,5.5,4.0,0.0
1128,776maosol020412430015,40.0,85.0,100.0,5.5,22.0,11.0
1129,1439/1maosol217689860010,88.0,81.0,80.5,7.0,4.5,0.0
1130,1821maosol219481480017,93.5,43.0,85.5,0.0,0.0,5.0
1131,1871maosol218658900019,95.0,8.5,95.0,5.5,0.0,0.0
1132,28maosol213113270016,96.5,2.5,100.0,5.5,0.0,
1133,123471graba,88.5,100.0,87.0,0.0,14.0,5.0
1134,127658graba,0.0,0.0,0.0,0.0,0.0,100.0
1135,127907graba,54.0,97.0,96.5,0.0,56.0,42.0
1136,130485graba,99.0,98.0,92.0,0.0,37.0,13.0
1137,130026graba,85.0,50.0,0.0,0.0,1.0,0.0
1138,121608graba,96.0,92.0,82.0,0.0,33.0,19.5
1139,131930graba,92.5,87.5,77.5,0.0,25.0,16.0
1140,130745graba,96.5,97.0,72.5,50.0,38.0,25.5
1141,129748graba,82.0,100.0,95.5,100.0,100.0,100.0
1142,131651graba,97.0,90.5,87.5,100.0,61.0,37.0
1143,132450graba,83.0,22.5,0.0,7.0,7.5,
1144,131064graba,74.0,63.0,77.0,0.0,0.0,1.0
1145,131878graba,97.5,84.0,73.5,0.0,18.5,13.0
1146,127441graba,82.0,75.5,66.0,0.0,0.0,1.0
1147,126017graba,92.0,89.0,74.5,0.0,28.0,18.0
1148,129910graba,65.0,0.0,81.5,0.0,75.0,59.0
1149,132172graba,92.5,87.0,91.5,0.0,75.0,23.0
1150,121401graba,0.0,0.0,0.0,0.0,0.0,100.0
1151,126938graba,86.0,93.0,92.0,0.0,75.0,60.0
1152,130016graba,82.0,96.5,83.5,100.0,49.5,26.5
1153,127363graba,97.5,86.0,91.0,0.0,75.0,40.0
1154,132243graba,98.0,32.0,80.0,0.0,9.0,0.0
1155,121901graba,0.0,0.0,0.0,0.0,0.0,100.0
1156,131597graba,46.0,42.0,0.0,0.0,0.0,
1157,130449graba,98.0,81.0,97.5,0.0,63.0,60.0
1158,123426graba,99.0,88.0,99.0,0.0,100.0,100.0
1159,123178graba,100.0,93.0,92.5,0.0,31.0,16.0
1160,124972graba,96.0,100.0,88.0,0.0,18.0,15.0
1161,124065graba,47.5,44.0,0.0,0.0,2.0,
1162,126841graba,97.0,87.0,92.0,0.0,16.0,22.0
1163,123024graba,99.0,100.0,94.0,0.0,47.0,26.0
1164,131620graba,100.0,100.0,94.0,0.0,47.0,23.0
